front ;back
A Unasul rejeitou o bloqueio de voo do presidente Evo Morales em 2013, condenando a revogação das permissões de sobrevoo e aterrissagem.;Certo
A Unasul endossou a espionagem dos EUA como uma prática aceitável para a segurança regional.;Errado – A Unasul condenou a espionagem como uma ameaça à segurança e à soberania.
A Unasul tem o potencial de se tornar um mecanismo de concertação política, mas depende do comprometimento político dos países membros, especialmente os de maior capacidade econômica.;Certo
A identidade sul-americana e a autonomia internacional são prioridades no desenvolvimento da Unasul.;Certo
O encontro de Paramaribo (2013) não envolveu discussões sobre recursos naturais e participação cidadã.;Errado – O encontro abordou esses temas, criando também a Escola Sul-Americana de Defesa e o Fórum de Participação Cidadã.
A Declaração de Paramaribo não mencionou a criação da Escola Sul-Americana de Defesa.;Errado – Ela mencionou a criação da Escola Sul-Americana de Defesa.
A crise do abastecimento de petróleo em 1973 foi causada pela Guerra do Yom Kippur, afetando o sistema de Bretton Woods.;Certo
O fim da conversibilidade dólar-ouro, que era a base do sistema de Bretton Woods, aconteceu na década de 1980.;Errado – A conversibilidade dólar-ouro foi encerrada em 1971.
A cooperação Sul-Sul foi consolidada na década de 1970 devido à crise do petróleo, ao fim do sistema de Bretton Woods e à Guerra Fria.;Certo
A Nova Ordem Econômica Internacional (NOEI) teve sua proposta inicial em 1979, com a busca de uma nova organização econômica internacional.;Errado – A proposta foi em 1974, e a resolução da ONU foi em 1979.
O Brasil teve uma participação passiva na Unctad e no Grupo dos 77 durante a década de 1970.;Errado – O Brasil teve uma participação ativa nesses grupos, com ganhos tanto no Norte quanto no Sul.
A cooperação Sul-Sul se transformou em arranjos mais técnicos e enxutos nos anos seguintes à Guerra Fria.;Certo
A Conferência sobre Cooperação Técnica entre Países em Desenvolvimento na década de 1970 tinha como objetivo apenas a promoção do comércio entre os países do Sul.;Errado – O foco era gerar inovações e desenvolver novas tecnologias de maneira autossuficiente entre os países do Sul.
O Brasil teve um papel ativo na cooperação técnica com a América Latina, África e a CPLP, usando-a como instrumento de solidariedade.;Certo
A década de 1980 foi marcada pela crise econômica, mas a cooperação Sul-Sul se fortaleceu durante o segundo Choque do Petróleo.;Errado – A cooperação Sul-Sul arrefeceu devido à crise da dívida e à pressão dos credores internacionais.
A crise econômica nos anos 1980 foi resultado do aumento dos juros e da redução de liquidez devido às políticas dos credores internacionais.;Certo
Em 1985, o Brasil e a Argentina firmaram a Declaração de Iguaçu sobre cooperação pacífica no campo da energia nuclear.;Certo
O Programa de Integração e Cooperação Econômica (PICE) entre Brasil e Argentina foi criado em 1980.;Errado – Foi criado em 1986.
O Grupo de Apoio a Contadora, formado no âmbito da ONU, visava interferir nos problemas internos dos países centro-americanos.;Errado – O objetivo era apoiar os países centro-americanos na solução de seus problemas sem a interferência dos EUA.
O Brasil ajudou a formar o Grupo do Rio como um mecanismo permanente de consulta política apenas para os países da América Central.;Errado – O Grupo do Rio envolvia países da América do Sul e Central.
O Brasil teve avanços significativos nas relações com Índia, China e África do Sul durante os anos 1980.;Errado – Houve poucos avanços, exceto pela cooperação com a China para o desenvolvimento de satélites.
Após o fim do bloco soviético, o Brasil retomou a Cooperação Sul-Sul com um foco mais hierárquico e seletivo.;Certo
O principal objetivo da Cooperação Sul-Sul pós-Guerra Fria era redefinir a ordem internacional e aumentar o poder de barganha dos países em desenvolvimento.;Certo
Na década de 1990, o Brasil adotou o modelo de industrialização por substituição de importações como sua estratégia econômica.;Errado – Esse modelo foi considerado esgotado, e o Brasil adotou a liberalização do comércio internacional.
O governo de Fernando Collor de Mello nos anos 1990 acreditava que a abertura comercial rápida ajudaria a modernizar a indústria brasileira.;Certo
O Consenso de Washington nos anos 1990 pregava a expansão do setor público e o fortalecimento das empresas estatais.;Errado – O Consenso de Washington defendia a redução da administração pública e a privatização das empresas estatais.
O governo de Itamar Franco se destacou pela aproximação com países em desenvolvimento e a criação da Parceria Estratégica Brasil-China em 1993.;Certo
"Durante o governo de Fernando Henrique Cardoso, o Brasil deu ênfase à cooperação Sul-Sul e ao fortalecimento da ""Nova Ordem Econômica Internacional"".";Errado – Havia uma ênfase menor na Cooperação Sul-Sul e na NOEI, com foco nas relações com os EUA, Europa e Mercosul.
As negociações para a criação da Área de Livre-Comércio das Américas (ALCA) avançaram rapidamente durante os anos 1990.;Errado – As negociações enfrentaram dificuldades.
FHC adotou uma estratégia de credibilidade, aceitando a globalização e ajustando a economia interna à economia global.;Certo
A estratégia de FHC no cenário internacional era baseada na busca por autonomia e no desenvolvimento independente.;Errado – FHC buscava credibilidade e ajuste à economia global.
Lula, ao contrário de FHC, tinha como estratégia a busca ativa pelo desenvolvimento independente da liberalização econômica.;Certo
"A diplomacia ""Ativa e Altiva"" de Lula foi implementada pelo chanceler Celso Amorim, com foco em cooperação Sul-Sul e multilateralismo.";Certo
A formação de arranjos de geometria variável durante o governo Lula visava criar alianças apenas entre os países do Sul, sem considerar potências tradicionais.;Errado – A formação desses arranjos também envolveu potências como a Rússia (no BRICS) e a Alemanha (no G-4).
A cooperação Sul-Sul foi negligenciada pelo Brasil nos anos 2000, com foco apenas nas parcerias tradicionais com os países do Norte.;Errado – A cooperação Sul-Sul foi fortalecida e não negligenciada.
A Declaração do Milênio da ONU, em 2000, comprometeu 189 países com 8 metas dos Objetivos de Desenvolvimento do Milênio (ODM), envolvendo esforços conjuntos entre o Sul e o Norte.;Certo
O Consenso de Monterrey, de 2002, buscava aumentar o fluxo de capitais apenas entre países desenvolvidos, sem envolver países em desenvolvimento.;Errado – O Consenso de Monterrey envolvia reformas para reduzir dívidas externas e aumentar o fluxo de capitais, incluindo a otimização de investimentos pelos países desenvolvidos.
A Declaração de Paris (2005) foi focada exclusivamente na ajuda aos países do Norte, sem preocupação com a cooperação técnica e financeira aos países do Sul.;Errado – A Declaração de Paris visava coordenar a ajuda aos países do Sul, especialmente os menos desenvolvidos.
Nos anos 2000, o Brasil fortaleceu parcerias estratégicas tanto com países do Sul quanto com países do Norte, incluindo China, Rússia, França e EUA.;Certo
As parcerias estratégicas do Brasil nos anos 2000 visavam apenas consensos mínimos, sem a resolução de divergências bilaterais.;Errado – Essas parcerias também visavam resolver divergências bilaterais e construir consensos em foros internacionais.
A política externa brasileira é caracterizada por um pragmatismo que combina universalidade com aproximações seletivas, permitindo uma atuação mais eficiente nos foros internacionais.;Certo
A seletividade na política externa brasileira limita a presença internacional do país e torna a diplomacia menos adaptável aos contextos internacionais.;Errado – A seletividade torna a diplomacia mais eficiente e adaptável.
Parcerias estratégicas são duradouras, baseadas em princípios objetivos e interesses comuns, especialmente econômicos.;Certo
Alianças, ao contrário das parcerias estratégicas, são permanentes e baseadas em interesses comuns de longo prazo.;Errado – Alianças são temporárias e geralmente militares, originadas por ameaças.
"O fenômeno conhecido como ""spill over"" em parcerias estratégicas ocorre quando a cooperação em uma área se expande para outras ao longo do tempo.";Certo
A cooperação Sul-Sul e Norte-Sul são dinâmicas antagônicas e não se complementam.;Errado – A cooperação Sul-Sul e Norte-Sul são complementares.
A categorização Sul-Sul significa que os países do Sul têm posições totalmente unificadas sobre todos os assuntos.;Errado – A categorização Sul-Sul não implica unidade absoluta de posições, mas coesão para enfrentar desafios comuns.
"O ""Sul"" busca participar ativamente das decisões sobre a governança global.";Certo
As parcerias estratégicas não buscam romper com as estruturas defasadas dos organismos internacionais.;Errado – As parcerias estratégicas buscam romper com limitações das estruturas defasadas dos organismos internacionais.
O Fórum IBAS é um dos principais foros de concertação política e econômica no contexto da política externa brasileira.;Certo
O Fórum de Diálogo Índia, Brasil e África do Sul (IBAS) foi criado em 2003 com o objetivo de estreitar as relações políticas, econômicas e culturais entre os três países.;Certo
O IBAS foi proposto por Luiz Inácio Lula da Silva durante sua posse, em 2003.;Errado – Foi proposto por Tabo Mbeki, presidente da África do Sul.
